entity_num,alt_num,alt_type,alt_name,alt_remarks
18732,29375.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI KAPITAL,-0- 
18733,29377.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FAKTORING,-0- 
18733,29378.0,aka,VTB FAKTORING OOO,-0- 
18733,29380.0,aka,VTB FACTORING LIMITED,-0- 
18734,29382.0,aka,NONPROFIT ORGANIZATION NON-STATE PENSION FUND VTB PENSION FUND,-0- 
18734,29383.0,aka,"NPF VTB PENSIONNY FOND, AO",-0- 
18734,29384.0,aka,AKTSIONERNOE OBSHCHESTVO NEGOSUDARSTVENNY PENSIONNY FOND VTB PENSIONNY FOND,-0- 
18734,29385.0,aka,"NON-STATE PENSION FUND VTB PENSION FUND, JSC",-0- 
18734,29386.0,fka,NEKOMMERCHESKAYA ORGANIZATSIYA NEGOSUDARSTVENNY PENSIONNY FOND VTB PENSIONNY FOND,-0- 
18734,54970.0,aka,NPF VTB PENSION FUND JSC,-0- 
18735,29389.0,aka,"VTB NEDVIZHIMOST, OOO",-0- 
18735,29390.0,aka,"VTB REAL ESTATE, LLC",-0- 
18736,29392.0,aka,CJS VTB SPECIALIZED DEPOSITORY,-0- 
18736,54975.0,aka,VTB SPECIALIZED DEPOSITORY CJSC,-0- 
18737,29396.0,aka,VTB REGISTRAR,-0- 
18737,54996.0,aka,VTB REGISTRAR CJSC,-0- 
18737,54997.0,aka,JOINT STOCK COMPANY VTB REGISTRAR,-0- 
18737,54998.0,aka,JSC VTB REGISTRAR,-0- 
18738,29398.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU MULTIKARTA,-0- 
18738,29399.0,aka,"MULTICARTA, LTD",-0- 
18738,29401.0,aka,"MULTIKARTA, OOO",-0- 
18739,29405.0,aka,JSC VTB LEASING,-0- 
18739,29406.0,aka,AO VTB LIZING,-0- 
18739,62667.0,aka,VTB LEASING JSC,-0- 
18740,29408.0,fka,PUBLIC JOINT STOCK COMPANY HALS-DEVELOPMENT,-0- 
18740,29409.0,fka,PUBLIC JOINT STOCK COMPANY SG-DEVELOPMENT,-0- 
18740,29410.0,fka,GALS-DEVELOPMENT PAO,-0- 
18740,29412.0,fka,HAS-DEVELOPMENT JSC,-0- 
18740,62548.0,fka,JOINT STOCK COMPANY HALS-DEVELOPMENT,-0- 
18740,62666.0,aka,"SG-DEVELOPMENT, AO",-0- 
18741,29415.0,aka,LLC AUKCION,-0- 
18741,29416.0,aka,AUKTSION OOO,-0- 
18741,29417.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AUKTSION,-0- 
18741,29418.0,aka,AUKCION LIMITED LIABILITY COMPANY,-0- 
18742,29420.0,aka,CJSC RUST,-0- 
18742,29421.0,aka,RUST ZAO,-0- 
18742,29422.0,aka,RUST ZAKRYTOE AKTSIONERNOE OBSHCHESTVO,-0- 
18742,29423.0,aka,JSC RUSTE,-0- 
18743,29425.0,aka,SBERBANK-AUTOMATED TRADING SYSTEM CLOSED JOINT STOCK COMPANY,-0- 
18743,29426.0,aka,SBERBANK-AST ZAO,-0- 
18743,29427.0,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK AVTOMATIZIROVANNAYA SISTEMA TORGOV,-0- 
18743,29428.0,aka,JOINT STOCK COMPANY SBERBANK-AUTOMATED SYSTEM FOR TRADING,-0- 
18743,55031.0,aka,SBERBANK-AST JSC,-0- 
18743,55033.0,aka,JSC SBERBANK-AUTOMATED SYSTEM FOR TRADING,-0- 
18744,29430.0,aka,LLC SBERBANK FINANCIAL COMPANY,-0- 
18744,29431.0,aka,SBERBANK-FINANS OOO,-0- 
18744,29432.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU FINANSOVAYA KOMPANIYA SBERBANKA,-0- 
18744,55036.0,aka,SBERBANK FINANCE LLC,-0- 
18744,55037.0,aka,SBERBANK-FINANCE,-0- 
18744,55038.0,aka,SBERBANK FINANCE COMPANY LIMITED LIABILITY COMPANY,-0- 
18745,29435.0,aka,MODERN TECHNOLOGIES LIMITED LIABILITY COMPANY,-0- 
18745,29436.0,aka,"SOVREMENNYE TEKHNOLOGII, OOO",-0- 
18745,29437.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SOVREMENNYE TEKHNOLOGII,-0- 
18746,29439.0,aka,CJSC SBERBANK-TECHNOLOGY,-0- 
18746,29440.0,aka,"SBERTEKH, ZAO",-0- 
18746,29441.0,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO SBERBANK -TEKHNOLOGII,-0- 
18746,29442.0,aka,CLOSED JOINT STOCK COMPANY SBERBANK - TECHNOLOGY,-0- 
18747,29444.0,aka,LLC BYLINNYE BOGATYRI,-0- 
18747,29445.0,aka,"BYLINNYE BOGATYRI, OOO",-0- 
18748,29447.0,aka,LLC ACTIVEBUSINESSCOLLECTION,-0- 
18748,29448.0,aka,"AKTIVBIZNESKOLLEKSHN, OOO",-0- 
18748,29449.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU AKTIVBIZNESKOLLEKSHN,-0- 
18748,29450.0,aka,LIMITED LIABILITY COMPANY ACTIVEBUSINESSCOLLECTION,-0- 
18749,29452.0,aka,CJSC NON-STATE PENSION FUND OF SBERBANK,-0- 
18749,29453.0,aka,NPF SBERBANKA ZAO,-0- 
18749,29454.0,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,-0- 
18749,29455.0,aka,SBERBANK PRIVATE PENSION FUND CLOSED JOINT STOCK COMPANY,-0- 
18749,29456.0,fka,NEGOSUDARSTVENNY PENSIONNY FOND SBERBANKA,-0- 
18749,55120.0,aka,SBERBANK PPF JSC,-0- 
18750,29458.0,aka,LLC INSURANCE COMPANY SBERBANK INSURANCE,-0- 
18750,29459.0,aka,SBERBANK STRAHOVANIE OOO SK,-0- 
18750,29460.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,-0- 
18750,29461.0,aka,SK SBERBANK STRAHOVANIE LLC,-0- 
18750,29462.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVAYA KOMPANIYA SBERBANK OBSHCHEE STRAKHOVANIE,-0- 
18750,55056.0,aka,SBERBANK INSURANCE IC LLC,-0- 
18750,55057.0,aka,STRAKHOVAYA KOMPANIYA SBERBANK STRAKHOVANIE,-0- 
18750,55058.0,aka,SBERBANK INSURANCE COMPANY LTD,-0- 
18751,29464.0,aka,LLC INSURANCE BROKER OF SBERBANK,-0- 
18751,29465.0,aka,SBERBANK INSURANCE BROKER LLC,-0- 
18751,29466.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU STRAKHOVOI BROKER SBERBANKA,-0- 
18751,29467.0,aka,OOO STRAKHOVOI BROKER SBERBANKA,-0- 
18752,29469.0,aka,LLL KORUS CONSULTING CIS,-0- 
18752,29470.0,aka,"KORUS KONSALTING SNG, OOO",-0- 
18752,29471.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KORUS KONSALTING SNG,-0- 
18768,29485.0,aka,RT GLOBAL RESOURCES,-0- 
18768,29486.0,aka,RT - GLOBAL RESOURCES LIMITED LIABILITY COMPANY,-0- 
18769,56466.0,aka,AKTSIONERNOE OBSHCHESTVO NPO VYSOKOTOCHNYE KOMPLEKSY,-0- 
18769,56467.0,aka,HIGH PRECISION WEAPONS JOINT STOCK COMPANY SCIENTIFIC PRODUCTION ASSOCIATION,-0- 
18769,56468.0,aka,"NPO VYSOKOTOCHNYE KOMPLEKSY, AO",-0- 
18769,56469.0,aka,JSC NPO VYSOKOTOCHNYE KOMPLEKSY,-0- 
18770,29503.0,aka,JSC RUSELECTRONICS,-0- 
18770,59392.0,aka,AO ROSELEKTRONIKA,-0- 
18770,59393.0,aka,JSC RUSSIAN ELECTRONICS,-0- 
18771,29509.0,aka,JOINT STOCK COMPANY FOREIGN ECONOMIC ASSOCIATION TECHNOPROMEXPORT,-0- 
18771,29510.0,aka,TECHNOPROMEXPORT FOREIGN ECONOMIC ASSOCIATION OPEN JOINT STOCK COMPANY,-0- 
18771,29511.0,aka,"VO TEKHNOPROMEKSPORT, OAO",-0- 
18771,29512.0,aka,TECHNOPROMEXPORT OJSC,-0- 
18771,29513.0,aka,OJSC TECHNOPROMEXPORT,-0- 
18772,29517.0,aka,OJSC MACHINE ENGINEERING TECHNOLOGIES,-0- 
18772,29521.0,aka,SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING OJSC,-0- 
18772,29522.0,aka,JOINT STOCK COMPANY SCIENTIFIC INDUSTRIAL CONCERN MANUFACTURING ENGINEERING,-0- 
18772,29523.0,aka,JSC SPC TECHMASH,-0- 
18772,29526.0,aka,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNY KONTSERN TEKHNOLOGII MASHINOSTROENIYA,-0- 
18773,29528.0,aka,JOINT STOCK COMPANY CONCERN OF AVIATION EQUIPMENT,-0- 
18773,29529.0,aka,"KONTSERN AVIATSIONNOE OBORUDOVANIE, OAO",-0- 
18773,29530.0,aka,AVIATION EQUIPMENT CONCERN OPEN JOINT STOCK COMPANY,-0- 
18773,29531.0,aka,AVIATION EQUIPMENT HOLDING,-0- 
18774,59279.0,aka,JSC TEKHNODINAMIKA,-0- 
18774,59280.0,aka,AKTSIONERNOE OBSCHESTVO TEKHNODINAMIKA,-0- 
18774,59281.0,aka,AO TEKHNODINAMIKA,-0- 
18774,59282.0,aka,TEKNODINAMIKA JSC,-0- 
18774,59283.0,aka,JOINT STOCK COMPANY AVIATION EQUIPMENT,-0- 
18775,29538.0,aka,"RT-STANKOINSTRUMENT, OAO",-0- 
18775,29539.0,aka,OPEN JOINT STOCK COMPANY RT-STANKOINSTRUMENT,-0- 
18775,29540.0,aka,OJSC STANKOINSTRUMENT,-0- 
18775,29541.0,aka,RT-STANKOINSTRUMENT,-0- 
18776,29543.0,aka,JOINT STOCK COMPANY RT-CHEMICAL TECHNOLOGIES AND COMPOSITE MATERIALS,-0- 
18776,29544.0,aka,"RT-KHIMKOMPOZIT, AO",-0- 
18776,29545.0,aka,RT-KHIMKOMPOZIT OAO,-0- 
18776,29546.0,aka,RT-KHIMKOMPOZIT OJSC,-0- 
18776,29547.0,aka,RT-CHEMICAL AND COMPOSITE TECHNOLOGIES AND MATERIALS,-0- 
18776,29548.0,aka,OAO JSC CHEMCOMPOSITE,-0- 
18776,29549.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT KHIMICHESKIE TECHNOLOGIES I KOMPOZITSIONNYE MATERIALY,-0- 
18776,29550.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT KHIMICHESKIE I KOMPOZITSIONNYE TECHNOLOGIES I MATERIALY,-0- 
18777,29552.0,aka,"RT-BIOTEKHPROM, AO",-0- 
18777,29553.0,aka,RT-BIOTECHPROM,-0- 
18777,29554.0,aka,RT-BIOTECHPROM OJSC,-0- 
18778,29559.0,aka,RT-AVTO OJSC,-0- 
18778,29560.0,aka,RT-AUTO OPEN JOINT STOCK COMPANY,-0- 
18779,59276.0,aka,AKTSIONERNOE OBSHCHESTVO SHVABE,-0- 
18779,59277.0,aka,AO SHVABE,-0- 
18779,59278.0,fka,SHVABE PAO,-0- 
18780,29567.0,aka,"PROMINVEST, OOO",-0- 
18780,29568.0,aka,PROMINVEST LIMITED LIABILITY COMPANY,-0- 
18781,29570.0,aka,OPK OBORONPROM OAO,-0- 
18781,29571.0,aka,UNITED INDUSTRIAL CORPORATION OBORONPROM OJSC,-0- 
18781,29572.0,aka,UNITED INDUSTRIAL DEFENCE CORPORATION OBORONPROM,-0- 
18781,29573.0,aka,OPK OBORONPROM,-0- 
18781,29574.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OBEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM,-0- 
18782,29576.0,aka,RUSSIAN DEFENSE EXPORT ROSOBORONEXPORT,-0- 
18782,29577.0,aka,ROSOBORONEXPORT JSC,-0- 
18782,29578.0,aka,ROSOBORONEKSPORT OJSC,-0- 
18783,29582.0,aka,CONCERN SIRIUS JOINT STOCK COMPANY,-0- 
18783,29583.0,aka,JSC SIRIUS,-0- 
18784,29586.0,aka,AKTSIONERNY KOMMERCHESKI BANK NOVIKOMBANK AKTSIONERNOE OBSHCHESTVO,-0- 
18784,29587.0,aka,AO AKB NOVIKOMBANK,-0- 
18784,54935.0,aka,JOINT STOCK COMMERCIAL BANK NOVIKOMBANK JOINT STOCK COMPANY,-0- 
18784,54936.0,aka,NOVIKOMBANK JCSB,-0- 
18784,54938.0,fka,NOVIKOMBANK AO,-0- 
18785,29590.0,aka,"RT-OKHRANA, AO",-0- 
18785,29591.0,aka,RT-OKHRANA ZAO,-0- 
18785,29592.0,aka,ZAO RT-OKHRANA,-0- 
18785,29593.0,aka,JOINT STOCK COMPANY RT-GUARD,-0- 
18785,29804.0,aka,RT-OKHRANA,-0- 
18786,29596.0,aka,"TEKHNOLOGII BEZOPASNOSTI, OAO",-0- 
18786,29597.0,aka,JOINT STOCK COMPANY SECURITY TECHNOLOGIES,-0- 
18787,29600.0,aka,JSC-UNITED-INSTRUMENT-MANUFACTURING-CORPORATION,-0- 
18788,59395.0,aka,RT-INFORM LLC,-0- 
18789,29607.0,aka,ORION CONCERN OPEN JOINT STOCK COMPANY,-0- 
18789,29608.0,aka,OPEN JOINT-STOCK COMPANY KONTSERN ORION,-0- 
18790,29610.0,aka,OPEN JOINT-STOCK COMPANY RT-METALLURGIYA,-0- 
18790,29611.0,aka,RT-METALLURGY OPEN JOINT STOCK COMPANY,-0- 
18791,29613.0,aka,AIRCRAFT ENGINEERING CONCERN OPEN JOINT STOCK COMPANY,-0- 
18792,29616.0,aka,90 EXPERIMENTAL PLANT OPEN JOINT STOCK COMPANY,-0- 
18792,29617.0,aka,OPEN JOINT-STOCK COMPANY 90 EKSPERIMENTALNIY ZAVOD,-0- 
18793,29619.0,aka,"TSKB RM, AO",-0- 
18793,29620.0,aka,OPEN JOINT-STOCK COMPANY CENTRAL DESIGN OFFICE OF RADIOMATERIALS,-0- 
18793,29621.0,aka,CENTRAL DESIGN BUREAU OF SPECIAL RADIO MATERIALS OPEN JOINT STOCK COMPANY,-0- 
18793,29622.0,aka,OPEN JOINT STOCK COMPANY TSENTRALNOYE KONSTRUKTORSKOYE BYURO SPETSIALNYKH RADIOMATERIALOV,-0- 
18793,29623.0,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV,-0- 
18794,29625.0,aka,MOSCOW MECHANICAL EXPERIMENTAL PLANT - COMPOSITE TECHNOLOGIES OPEN JOINT STOCK COMPANY,-0- 
18794,29626.0,aka,JOINT STOCK COMPANY MOSKOW EXPERIMENTAL MACHINE-BUILDING PLANT - COMPOSITE TECHNOLOGIES,-0- 
18794,29627.0,aka,MMEZ-KT-OAO,-0- 
18794,29628.0,aka,"MMEZ-KT, AO",-0- 
18794,29629.0,aka,MMEZ-KT OJSC,-0- 
18794,29630.0,aka,MOSKOVSKIY MEKHANICHESKIY EKSPERIMENTALNIY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII,-0- 
18794,29631.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MEKHANICHESKI EKSPEREMENTALNY ZAVOD,-0- 
18795,29635.0,aka,NOVO VYATKA OPEN JOINT STOCK COMPANY,-0- 
18808,29645.0,aka,"NPO OPTIKA, AO",-0- 
18808,29646.0,aka,OPEN JOINT STOCK COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE OPTIKA,-0- 
18808,29647.0,aka,FEDERAL STATE UNITARY ENTERPRISE SCIENTIFIC AND PRODUCTION ASSOCIATION OPTIKA,-0- 
18808,29648.0,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE NAUCHNO PROIZVODSTVENNOE OBEDINENIE OPTIKA,-0- 
18809,29650.0,aka,"VO STANKOIMPORT, OAO",-0- 
18809,29651.0,aka,OPEN JOINT-STOCK COMPANY FOREIGN TRADE ENTERPRISE STANKOIMPORT,-0- 
18809,29652.0,aka,STANKOIMPORT FOREIGN TRADE ASSOCIATION OPEN JOINT STOCK COMPANY,-0- 
18809,29653.0,aka,VO STANKOIMPORT OJSC,-0- 
18810,29655.0,aka,"NPO LUCH, OAO",-0- 
18810,29656.0,aka,JOINT STOCK COMPANY NOVOSIBIRSK PRODUCTION AMALGAMATION LUCH,-0- 
18810,29657.0,fka,FEDERALNOE GOSUDARSTVENNOE UNITARNOE PREDPRIYATIE NOVOSIBIRSKOE PROIZVODSTVENNOE OB EDINENIE LUCH,-0- 
18811,29659.0,aka,"NPO SPLAV, OAO",-0- 
18811,29660.0,aka,OPEN JOINT-STOCK COMPANY SPLAV STATE AND RESEARCH PRODUCTION ASSOCIATION,-0- 
18811,29661.0,aka,SPLAV SCIENTIFIC PRODUCTION ASSOCIATION OPEN JOINT STOCK COMPANY,-0- 
18811,29662.0,aka,OPEN JOINT-STOCK COMPANY NAUCHNO-PROIZVODSTVENNOYE OBYEDINENIYE SPLAV,-0- 
18812,29664.0,aka,OPEN JOINT STOCK COMPANY NOVOVYATSK MECHANICAL PLANT,-0- 
18812,29665.0,aka,OPEN JOINT-STOCK COMPANY NOVOVYATSKIY MEKHANICHESKIY ZAVOD,-0- 
18812,29666.0,aka,NOVOVYATSKI MEKHANICHESKI ZAVOD OAO,-0- 
18813,29670.0,aka,"RT-ENERGO, OOO",-0- 
18813,29671.0,aka,RT-ENERGO LLC,-0- 
18813,29672.0,aka,RT-ENERGY EFFICIENCY LIMITED LIABILITY COMPANY,-0- 
18813,29673.0,aka,RT-ENERGOEFFEKTIVNOST LIMITED LIABILITY COMPANY,-0- 
18814,29676.0,aka,KALINOVO CHEMICAL PLANT OPEN JOINT STOCK COMPANY,-0- 
18814,29677.0,aka,OPEN JOINT-STOCK COMPANY KALINOVSKIY KHIMICHESKIY ZAVOD,-0- 
18814,29678.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA KALINOVSKI KHIMICHEKI ZAVOD,-0- 
18815,29680.0,aka,NOVOSIBIRSK FACTORY OF SEMICONDUCTOR DEVICES WITH THE SPECIAL DESIGN CENTRE PUBLIK JOINT STOCK COMPANY,-0- 
18815,29681.0,aka,NZPP S OKB OJSC,-0- 
18815,29682.0,aka,"NZP POLUPROVODNIKOVYKH PRIBOROV S OKB, AO",-0- 
18815,29683.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKI ZAVOD POLUPROVODNIKOVYKH PRIBOROV S OKB,-0- 
18816,29685.0,aka,"RT-STROITELNYE TEKHNOLOGII, AO",-0- 
18816,29686.0,aka,RT-STROITELNYE TECHNOLOGIES OAO,-0- 
18816,29687.0,aka,OPEN JOINT-STOCK COMPANY RT-STROITELNYYE TEKHNOLOGII,-0- 
18816,29688.0,aka,JOINT STOCK COMPANY RT-CONSTRUCTION TECHNOLOGIES,-0- 
18817,29690.0,aka,MAYAK MACHINE BUILDING PLANT OPEN JOINT STOCK COMPANY,-0- 
18817,29691.0,aka,MASHINOSTROITELNIY ZAVOD MAYAK,-0- 
18817,29692.0,aka,OPEN JOINT-STOCK COMPANY MASHINOSTROITELNIY ZAVOD MAYAK,-0- 
18818,29694.0,aka,ULYANOVSKIY GIPROAVIAPROM OJSC,-0- 
18818,29695.0,aka,ULYANOVSK STATE DESIGN AND ENGINEERING INSTITUTE FOR AVIATION INDUSTRY OPEN JOINT STOCK COMPANY,-0- 
18818,29696.0,aka,OPEN JOINT-STOCK COMPANY ULYANOVSKIY GOSUDARSTVENNIY PROYEKTNO-KONSTRUKTORSKIY INSTITUT AVIATSIONNOY PROMYSHLENNOSTI,-0- 
18819,29698.0,aka,UNITED ENGINE CORPORATION JSC,-0- 
18819,29700.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO UPRAVLYAYUSHCHAYA KOMPANIYA OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA,-0- 
18820,29702.0,aka,RUSSIAN HELICOPTERS JOINT STOCK COMPANY,-0- 
18820,29703.0,aka,OPEN JOINT STOCK COMPANY RUSSIAN HELICOPTERS,-0- 
18820,56300.0,aka,JSC RUSSIAN HELICOPTERS,-0- 
18820,56301.0,aka,JOINT STOCK COMPANY RUSSIAN HELICOPTERS,-0- 
18820,56302.0,aka,AKTSIONERNOE OBSHCHESTVO VERTOLETY ROSSII,-0- 
19468,30628.0,aka,GAZPROM DOBYCHA YAMBURG,-0- 
19468,30629.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA YAMBURG',-0- 
19469,30631.0,aka,GAZPROM TRANSGAZ YUGORSK,-0- 
19469,30632.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ YUGORSK',-0- 
19469,30633.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU TYUMENTRANSGAZ,-0- 
19470,30635.0,aka,NIIGAZECONOMIKA,-0- 
19470,30636.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NAUCHNOISSLEDOVATELSKI INSTITUT EKONOMIKI I ORGANIZATSII UPRAVLENIYA V GAZOVOIPROMYSHLENNOSTI',-0- 
19471,30638.0,aka,GAZPROM TRANSGAZ SAINT PETERSBURG,-0- 
19471,30639.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SANKT-PETERBURG',-0- 
19472,30641.0,aka,GAZPROM TRANSGAZ STAVROPOL,-0- 
19472,30642.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ STAVROPOL',-0- 
19542,30728.0,aka,GAZPROM RUSSKAYA,-0- 
19542,30729.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM RUSSKAYA',-0- 
19542,30730.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KOVYKTNEFTEGAZ,-0- 
19543,30732.0,aka,GAZPROM ENERGO,-0- 
19543,30733.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM ENERGO',-0- 
19544,30735.0,aka,GAZPROM DOBYCHA NADYM,-0- 
19544,30736.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NADYM',-0- 
19545,30738.0,aka,GAZPROM SVYAZ,-0- 
19545,30739.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM SVYAZ',-0- 
19546,30741.0,aka,GAZPROM MEZHREGIONGAZ,-0- 
19546,30742.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM MEZHREGIONGAZ',-0- 
19631,30829.0,aka,GAZPROM DOBYCHA KUZNETSK,-0- 
19631,30830.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA KUZNETSK',-0- 
19632,30832.0,aka,GAZPROM TRANSGAZ UKHTA,-0- 
19632,30833.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ UKHTA',-0- 
19633,30835.0,aka,GAZPROM TRANSGAZ KAZAN,-0- 
19633,30836.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KAZAN',-0- 
19634,30838.0,aka,GAZPROM TRANSGAZ SARATOV,-0- 
19634,30839.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SARATOV',-0- 
19635,30841.0,aka,GAZPROM SOTSINVEST,-0- 
19635,30842.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM SOTSINVEST',-0- 
19635,30843.0,fka,GAZPROMINVESTARENA OOO,-0- 
19636,30845.0,aka,GAZPROM DOBYCHA NOYABRSK,-0- 
19636,30846.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NOYABRSK',-0- 
19637,30848.0,aka,GAZPROM GAZOBEZOPASNOST,-0- 
19637,30849.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GAZOBEZOPASNOST',-0- 
19638,30852.0,aka,GAZPROM FLOT,-0- 
19638,30853.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM FLOT',-0- 
19638,30854.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZFLOT,-0- 
19639,30856.0,aka,GAZ-OIL,-0- 
19639,30857.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZ-OIL',-0- 
19639,30858.0,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO GAZ OIL,-0- 
19640,30860.0,aka,GAZPROM INVEST,-0- 
19640,30861.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM INVEST',-0- 
19640,77340.0,aka,LIMITED LIABILITY COMPANY GAZPROM INVEST,-0- 
19641,30863.0,aka,GAZPROM TSENTRREMONT,-0- 
19641,30864.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TSENTRREMONT',-0- 
19642,30866.0,aka,GAZPROM DOBYCHA KRASNODAR,-0- 
19642,30867.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA KRASNODAR',-0- 
19643,30869.0,aka,GAZPROM TRANSGAZ KRASNODAR,-0- 
19643,30870.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ KRASNODAR',-0- 
19644,30872.0,aka,GAZPROM PERSONAL,-0- 
19644,30873.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM PERSONAL',-0- 
19645,30875.0,aka,GAZPROM PERERABOTKA,-0- 
19645,30876.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM PERERABOTKA',-0- 
19646,30878.0,aka,GAZPROM TRANSGAZ VOLGOGRAD,-0- 
19646,30879.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ VOLGOGRAD',-0- 
19647,30881.0,aka,GAZPROM TRANSGAZ TOMSK,-0- 
19647,30882.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ TOMSK',-0- 
19648,30884.0,aka,GAZPROM TRANSGAZ SURGUT,-0- 
19648,30885.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SURGUT',-0- 
19649,30887.0,aka,GAZPROM TRANSGAZ NIZHNY NOVGOROD,-0- 
19649,30888.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ NIZHNI NOVGOROD',-0- 
