entity_num,alt_num,alt_type,alt_name,alt_remarks
19650,30890.0,aka,GAZPROM GAZNADZOR,-0- 
19650,30891.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GAZNADZOR',-0- 
19652,30897.0,aka,GAZPROM KOMPLEKTATSIYA,-0- 
19652,30898.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM KOMPLEKTATSIYA',-0- 
19653,30900.0,aka,GAZPROM VNIIGAZ,-0- 
19653,30901.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NAUCHNO-ISSLEDOVATELSKI INSTITUT PRIRODNYKH GAZOV I GAZOVYKH TEKHNOLOGI - GAZPROM VNIIGAZ',-0- 
19653,66213.0,aka,LLC VNIIGAZ,-0- 
19654,30903.0,aka,GAZPROM TELECOM,-0- 
19654,30904.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TELEKOM',-0- 
19654,30905.0,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO GAZTELEKOM,-0- 
19670,30921.0,aka,GAZPROM INFORM,-0- 
19670,30922.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM INFORM',-0- 
19670,30923.0,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO INFORMGAZINVEST,-0- 
19672,30928.0,aka,GAZPROM DOBYCHA IRKUTSK,-0- 
19672,30930.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA IRKUTSK',-0- 
19672,30932.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO IRKUTSKGAZPROM,-0- 
19673,30937.0,aka,GAZMASH,-0- 
19673,30938.0,aka,AKTSIONERNOE OBSHCHESTVO 'GAZMASH',-0- 
19673,30939.0,fka,DOCHERNEE OTKRYTOE AKTSIONERNOE OBSHCHESTVO GAZMASH OTKRYTOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,-0- 
19674,30941.0,aka,GAZPROM TRANSGAZ SAMARA,-0- 
19674,30942.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ SAMARA',-0- 
19675,30944.0,aka,GAZPROM KAPITAL,-0- 
19675,30945.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM KAPITAL',-0- 
19675,30946.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KAP INFIN,-0- 
19676,30948.0,aka,YAMALGAZINVEST,-0- 
19676,30949.0,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'YAMALGAZINVEST',-0- 
19677,30951.0,aka,GAZPROM DOBYCHA URENGOY,-0- 
19677,30952.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA URENGOI',-0- 
19678,30954.0,aka,GAZPROM GEOLOGORAZVEDKA,-0- 
19678,30955.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM GEOLOGORAZVEDKA',-0- 
19678,30956.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZPROM DOBYCHA KRASNOYARSK,-0- 
19681,30982.0,aka,GAZPROM TRANSGAZ MAKHACHKALA,-0- 
19681,30983.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ MAKHACHKALA,-0- 
19681,30984.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU GAZPROM TRANSGAZ MAKHACHKALA,-0- 
19683,30997.0,aka,GAZPROM TRANSGAZ UFA,-0- 
19683,30999.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM TRANSGAZ UFA',-0- 
19683,31001.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU BASHTRANSGAZ OTKRYTOGO AKTSIONERNOGO OBSHCHESTVA GAZPROM,-0- 
19684,31004.0,aka,VOSTOKGAZPROM,-0- 
19684,31005.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VOSTOKGAZPROM',-0- 
19685,31011.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'LAZURNAYA',-0- 
19686,31013.0,aka,GAZPROM PROMGAZ,-0- 
19686,31014.0,aka,AKTSIONERNOE OBSHCHESTVO 'GAZPROM PROMGAZ',-0- 
19686,31015.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO GAZPROM PROMGAZ,-0- 
19687,31019.0,aka,KAMCHATGAZPROM,-0- 
19687,31020.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'KAMCHATGAZPROM',-0- 
19688,31036.0,aka,DALTRANSGAZ,-0- 
19688,31037.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'DALTRANSGAZ',-0- 
19690,31044.0,aka,DRUZHBA,-0- 
19690,31045.0,aka,AKTSIONERNOE OBSHCHESTVO 'DRUZHBA',-0- 
19691,31047.0,aka,KRASNOYARSKGAZPROM,-0- 
19691,31048.0,aka,PUBLICHNOE AKTSIONERNOE OBSHCHESTVO 'KRASNOYARSKGAZPROM',-0- 
19692,31050.0,aka,ACHIM DEVELOPMENT,-0- 
19692,31051.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'ACHIM DEVELOPMENT',-0- 
19989,31527.0,aka,OPEN JOINT STOK COMPANY 'INSURANCE GROUP MCK',-0- 
19989,31528.0,aka,AKTSIONERNOE OBSHCHESTVO 'STRAKHOVAYA GRUPPA MSK',-0- 
19989,31529.0,aka,OAO 'STRACHOVAIYA GRUPPA MSK',-0- 
19989,31530.0,aka,PJSC 'INSURANCE GROUP MSK',-0- 
19990,31536.0,aka,BM PROJECT LLC,-0- 
19990,31538.0,aka,OOO BM PROECKT,-0- 
19990,31539.0,aka,LIMITED LIABILITY COMPANY 'BM PROYEKT',-0- 
19990,31540.0,aka,OBSHCHESTVO S ORGRANICHENNOI OTVETSTVENNOSTYU 'BM PROEKT',-0- 
19992,31547.0,aka,BALTECH LLC,-0- 
19992,31548.0,aka,OOO BALTECH,-0- 
19992,58566.0,aka,LIMITED LIABILITY CORPORATION BALTECH,-0- 
19992,58567.0,aka,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU BALTEKH,-0- 
19992,58568.0,aka,OOO BALTEKH,-0- 
19993,31550.0,aka,BM HOLDING LTD,-0- 
19993,31551.0,aka,BM HOLDING SA,-0- 
19997,31557.0,aka,BOM PROJECT FINANCING LIMITED,-0- 
19999,31560.0,aka,ZAO 'FINANSOVY ASSISTANT',-0- 
19999,31562.0,aka,CJSC 'FINANSOVY ASSISTANT',-0- 
20000,31564.0,aka,OPEN JOINT STOCK COMPANY 'BUMAZHNO-POLIGRAFICHESKOYE OBYEDINENIYE 'PECHATNIKI',-0- 
20000,31565.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BUMAZHNO-POLIGRAFICHESKOE OBEDINENIE 'PECHATNIKI',-0- 
20001,31568.0,aka,OJSC UNITED COMPANY,-0- 
20001,31569.0,aka,OAO 'OBIDINENAIYA KOMANIYA',-0- 
20001,31570.0,aka,PJSC 'UNITED COMPANY',-0- 
20002,58272.0,aka,BMBANK JSC,-0- 
20002,58273.0,aka,PUBLICHNOYE JOINT-STOCK COMPANY BM BANK,-0- 
20002,58274.0,aka,LLC BM BANK,-0- 
20003,31579.0,aka,CLOSED JOINT-STOCK COMPANY 'LESPROMPROCESSING',-0- 
20003,31580.0,aka,LESPROMPROCESSING CJSC,-0- 
20003,31581.0,aka,CJSC LESPROMPROCESSING,-0- 
20003,31582.0,fka,LIKVIDATSIONNAYA KOMISSIYA ZAO 'LESPROMPROTSESSING' (RESHENIE O LIKVIDATSII I O LIKVIDATORE),-0- 
20005,31589.0,aka,OBSHCHESTVO S GRANICHENNOI OTVETSTVENNOSTYU 'RIELTSITI',-0- 
20005,31590.0,aka,LIMITED LIABILITY COMPANY 'RIELTSITI',-0- 
20005,31592.0,aka,OOO 'REALTCITY',-0- 
20006,31595.0,aka,JOINT STOCK COMPANY 'MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA',-0- 
20006,31596.0,aka,AKTSIONERNOE OBSHCHESTVO 'MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA',-0- 
20006,31597.0,aka,INTERNATIONAL MANAGEMENT COMPANY OJSC,-0- 
20006,31598.0,aka,OJSC INTERNATIONAL MANAGEMENT COMPANY,-0- 
20006,31599.0,fka,AKTSIONERNOE OBSHCHESTVO MEZHDUNARODNAYA UPRAVLYAYUSHCHAYA KOMPANIYA,-0- 
20007,31601.0,aka,BM DIREKTSIYA LLC,-0- 
20007,31603.0,aka,LIMITED LIABILITY COMPANY 'BM-DIREKTSIYA',-0- 
20007,31605.0,aka,OOO 'BM-DIREKTSIYA',-0- 
20007,31607.0,aka,OBSHCHESTVO S ORGANICHENNOI OTVETSTVENNOSTYU 'BM-DIREKTSIYA',-0- 
20008,31604.0,aka,PJSC CHAIKA,-0- 
20008,31606.0,aka,OAO CHAIKA,-0- 
20008,31608.0,aka,CHAIKA OJSC,-0- 
20009,31610.0,aka,CJSC 'AUTOMATED BANKING TECHNOLOGIES',-0- 
20009,31611.0,aka,ZAO 'AVTOMATIZIROVANNIY BANKOVSKIY TECHNOLOGII',-0- 
20009,31612.0,aka,JOINT STOCK COMPANY 'AVTOMATIZIROVANNYYEE BANKOVSKIYE TEKHNOLOGII',-0- 
20294,32060.0,aka,CREDIT URAL BANK JOINT-STOCK COMPANY,-0- 
20294,32061.0,aka,KREDIT URAL BANK OTKRYTOE AKTSIONERNOE OBSHCHESTVO,-0- 
20294,32167.0,aka,BANK KUB AO,-0- 
20295,32064.0,aka,LIMITED LIABILITY COMPANY GAZKARDSERVIS,-0- 
20296,32066.0,aka,JSC GAZPROM-MEDIA HOLDING,-0- 
20296,32067.0,aka,JOINT-STOCK COMPANY GAZPROM-MEDIA HOLDING,-0- 
20297,32069.0,aka,CLOSED JOINT-STOCK COMPANY GAZPROMBANK LIZING,-0- 
20298,32071.0,aka,GAZPROMBANK ASSET MANAGEMENT ZAO,-0- 
20298,32072.0,aka,CLOSED JOINT-STOCK COMPANY GAZPROMBANK-UPRAVLENIE AKTIVAMI,-0- 
20299,32074.0,aka,LIMITED LIABILITY COMPANY GPB-FAKTORING,-0- 
20300,32076.0,aka,LIMITED LIABILITY COMPANY GAZPROMBANK-INVEST,-0- 
20301,32078.0,aka,CLOSED JOINT-STOCK COMPANY NOVYE FINANSOVYE TEKHNOLOGII,-0- 
20301,32079.0,aka,ZAO NOVYE FINANSOVYE TEKHNOLOGII,-0- 
20302,32083.0,aka,AO PROIZVODSTVENNOE OBYEDINENIE 'URALENERGOMONTAZH',-0- 
20303,32085.0,aka,JOINT-STOCK BANK GPB-MORTGAGE CLOSED JOINT STOCK COMPANY,-0- 
20303,32086.0,aka,"GPB-IPOTEKA OAO, AB",-0- 
20304,32088.0,aka,IZ-KARTEX NAMED AFTER P.G. KOROBKOV LTD,-0- 
20305,32090.0,aka,OPEN JOINT STOCK COMPANY IZHORSKIE ZAVODY,-0- 
20306,32092.0,aka,CRYOGENMASH,-0- 
20306,32093.0,aka,OPEN JOINT-STOCK COMPANY KRIOGENNOGO MASHINOSTROYENIA,-0- 
20306,69832.0,aka,PUBLICHNOE AKTSIONERNOE OBSCHESTVO KRIOGENNOGO MASHINOSTROENIYA,-0- 
20306,69833.0,aka,CRYOGENMASH JOINT STOCK COMPANY,-0- 
20306,69835.0,fka,OPEN JOINT STOCK COMPANY CRYOGENMASH,-0- 
20307,32095.0,aka,OBYEDINYONNYE MASHINOSTROITELNYE ZAVODY (GRUPPA URALMASH-IZHORA),-0- 
20308,32097.0,aka,LIMITED LIABILITY COMPANY OMZ-SPETSSTAL,-0- 
20308,32098.0,aka,OMZ-SPECIAL STEELS,-0- 
20309,32100.0,aka,URALMASHPLANT,-0- 
20311,32103.0,aka,ARMENIAN-RUSSIAN EXPORT-IMPORT BANK-GAZPROMBANK GROUP CLOSED JOINT-STOCK COMPANY,-0- 
20313,32188.0,aka,CENTREX EUROPE ENERGY & GAS AG,-0- 
20314,32107.0,aka,SIRITIA VENTURES LTD,-0- 
20318,32187.0,aka,NAGELFAR TRADE & INVEST LIMITED,-0- 
20621,32576.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TORGOVY' DOM 'AGROTORG',-0- 
20621,32577.0,aka,TRADING COMPANY 'AGROTORG' LTD.,-0- 
20640,32579.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'RASSVET',-0- 
20640,32580.0,aka,OAO 'RASSVET',-0- 
20640,32581.0,aka,OPEN JOINT STOCK COMPANY 'RASSVET',-0- 
20640,32582.0,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO RASSVET,-0- 
20660,32597.0,aka,AKTSIONERNOE OBSHCHESTVO 'AGROKREDIT-INFORM',-0- 
20660,32598.0,aka,CLOSED JOINT-STOCK COMPANY 'AGROCREDIT-INFORM',-0- 
20661,32600.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'UMANSKI ELEVATOR',-0- 
20661,32601.0,aka,OPEN JOINT STOCK COMPANY 'UMANSKIY ELEVATOR',-0- 
20661,32602.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA UMANSKI ELEVATOR,-0- 
20662,32604.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'BELOGLINSKI ELEVATOR',-0- 
20662,32605.0,aka,OAO 'BELOGLINSKI ELEVATOR',-0- 
20662,32606.0,aka,OPEN JOINT STOCK COMPANY 'BELOGLINSKIY ELEVATOR',-0- 
20662,32607.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA BELOGLINSKI ELEVATOR,-0- 
20665,32618.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'LADOZHSKI ELEVATOR',-0- 
20665,32620.0,aka,OAO 'LADOZHSKI ELEVATOR',-0- 
20665,32621.0,aka,OPEN JOINT STOCK COMPANY 'LADOGSKIY ELEVATOR',-0- 
20665,32623.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA LADOZHSKI ELEVATOR,-0- 
20666,32629.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'VELICHKOVSKI ELEVATOR',-0- 
20666,32630.0,aka,OPEN JOINT STOCK COMPANY 'VELICHKOVSKIY ELEVATOR',-0- 
20666,32631.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA VELICHKOVSKI ELEVATOR,-0- 
20667,32633.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'EYANSKI ELEVATOR',-0- 
20667,32634.0,aka,OPEN JOINT STOCK COMPANY 'EYANSKI ELEVATOR',-0- 
20667,32635.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA EYANSKI ELEVATOR,-0- 
20668,32637.0,aka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO 'KHOMYAKOVSKI KHLADOKOMBINAT',-0- 
20668,32638.0,aka,CLOSED JOINT STOCK COMPANY 'HOMIAKOVSKIY COLD STORAGE COMPLEX',-0- 
20668,32639.0,fka,ZAKRYTOE AKTSIONERNOE OBSHCHESTVO KHOMYAKOVSKI KHLADOKOMBINAT,-0- 
20669,32641.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'MALOROSSISKI ELEVATOR',-0- 
20669,32642.0,aka,OPEN JOINT STOCK COMPANY 'MALOROSSIYSKIY ELEVATOR',-0- 
20669,32643.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA MALOROSSISKI ELEVATOR RUS,-0- 
20670,32645.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'KRYLOVSKI ELVATOR',-0- 
20670,32646.0,aka,OAO 'KRYLOVSKI ELEVATOR',-0- 
20670,32647.0,aka,OPEN JOINT STOCK COMPANY 'KRYLOVSKIY ELEVATOR',-0- 
20670,32648.0,fka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA KRYLOVSKI ELEVATOR,-0- 
20671,32650.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ROVNENSKI ELEVATOR',-0- 
20671,32651.0,aka,OAO 'ROVNENSKI ELEVATOR',-0- 
20671,32652.0,aka,OPEN JOINT STOCK COMPANY 'ROVNENSKIY ELEVATOR',-0- 
20671,32653.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA ROVNENSKI ELEVATOR,-0- 
20672,32655.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'STEPNYANSKI ELEVATOR',-0- 
20672,32656.0,aka,OAO 'STEPNYANSKI ELEVATOR',-0- 
20672,32657.0,aka,OPEN JOINT STOCK COMPANY 'STEPNYANSIKY ELEVATOR',-0- 
20672,32658.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA STEPNYANSKI ELEVATOR,-0- 
20673,32660.0,aka,OTKRYTOE AKTSIONERNOE OBSHCHESTVO 'ALBASHSKI ELEVATOR',-0- 
20673,32661.0,aka,OAO 'ALBASHSKI ELEVATOR',-0- 
20673,32662.0,aka,OPEN JOINT STOCK COMPANY 'ALBASHSKIY ELEVATOR',-0- 
20673,32663.0,fka,AKTSIONERNOE OBSHCHESTVO OTKRYTOGO TIPA ALBASHKI ELEVATOR,-0- 
20675,32666.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-UST-LUGA',-0- 
20675,32667.0,aka,OOO 'NOVATEK-UST-LUGA',-0- 
20676,32669.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'SHERVUD PREMER',-0- 
20676,32670.0,aka,SHERVUD PREMIER OOO,-0- 
20677,32672.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TARKOSALENEFTEGAZ',-0- 
20677,32673.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PUR LEND,-0- 
20677,32840.0,aka,OOO NOVATEK-TARKOSALENEFTGAS,-0- 
20678,32675.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK SEVERO-ZAPAD',-0- 
20678,32676.0,aka,LIMITED LIABILITY COMPANY 'NOVATEK NORTH-WEST',-0- 
20678,32816.0,aka,OOO NOVATEK SEVERO-ZAPAD,-0- 
20679,32678.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PUROVSKI ZPK',-0- 
20679,32679.0,fka,NOVA ZPK OOO,-0- 
20679,32841.0,aka,OOO NOVATEK-PUROVSKY ZPK,-0- 
20680,32681.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-TRANSERVIS',-0- 
20680,32838.0,aka,OOO NOVATEK-TRANSERVICE,-0- 
20681,32683.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-PERM',-0- 
20681,32684.0,aka,OOO 'NOVATEK-PERM',-0- 
20683,32688.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK- CHELYABINSK',-0- 
20683,32689.0,fka,YAMALGAZRESURS-CHELYABINSK OOO,-0- 
20683,32839.0,aka,OOO NOVATEK-CHELYABINSK,-0- 
20684,32691.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-YARSALENEFTEGAZ',-0- 
20685,32693.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'NOVATEK-KOSTROMA',-0- 
20685,32694.0,fka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU KOSTROMSKAYA REGIONALNAYA KOMPANIYA PO REALIZATSII GAZA,-0- 
20685,32837.0,aka,OOO NOVATEK-KOSTROMA,-0- 
20686,32842.0,aka,ZAO TERNEFTGAS,-0- 
20687,32697.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'YARGEO',-0- 
20687,32843.0,aka,OOO YARGEO,-0- 
22383,35192.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT FINANS',-0- 
22383,35193.0,aka,TRANSNEFT FINANCE LIMITED,-0- 
22383,35194.0,aka,LIMITED LIABILITY COMPANY 'TRANSNEFT FINANS',-0- 
22384,35196.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT - MEDIA',-0- 
22384,35197.0,aka,LLC 'TRANSPRESS',-0- 
22384,35198.0,aka,LIMITED LIABILITY COMPANY 'TRANSPRESS',-0- 
22385,35200.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PRIVOLGA',-0- 
22385,35201.0,aka,JSC PRIVOLZHSKNEFTEPROVOD,-0- 
22385,35202.0,aka,OPEN JOINT-STOCK COMPANY 'PRIVOLZHSK OIL TRUNK PIPELINES',-0- 
22386,35204.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SIBIR',-0- 
22386,35205.0,aka,"TRANSNEFT SIBIRIA, JSC",-0- 
22386,35206.0,aka,JSC SIBNEFTEPROVOD,-0- 
22386,35207.0,aka,OPEN JOINT-STOCK COMPANY 'SIBNEFTEPROVOD',-0- 
22387,35209.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'DALNEVOSTOCHNAYA STROITELNAYA DIREKTSIYA',-0- 
22387,35211.0,aka,LIMITED LIABILITY COMPANY 'FAR EAST CONSTRUCTION DIRECTION',-0- 
22388,35213.0,aka,AKTSIONERNOE OBSHCHESTVO 'SVYAZ OBEKTOV TRANSPORTA I DOBYCHI NEFTI',-0- 
22388,35214.0,aka,JSC 'SVYAZTRANSNEFT',-0- 
22388,35215.0,aka,OPEN JOINT-STOCK COMPANY 'COMMUNICATION OF THE OBJECTS OF OIL TRANSPORTATION AND EXTRACTION',-0- 
22389,35217.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - URAL',-0- 
22389,35218.0,aka,JSC 'URALSIBNEFTEPROVOD',-0- 
22389,35219.0,aka,OPEN JOINT-STOCK COMPANY 'CHERNYAEV URAL-SIBERIAN OIL TRUNK PIPELINES',-0- 
22390,35221.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTEPRODUKT',-0- 
22390,35222.0,aka,TRANSNEFTEPRODUCT JOINT-STOCK CO,-0- 
22390,35223.0,aka,JSC 'TRANSNEFTEPRODUKT',-0- 
22390,35224.0,aka,OPEN JOINT-STOCK COMPANY 'TRANSNEFTEPRODUKT',-0- 
22390,35225.0,fka,AKTSIONERNOE OBSHCHESTVO AKTSIONERNAYA KOMPANIYA TRUBOPROVODNOGO TRANSPORTA NEFTEPRODUKTOV TRANSNEFTEPRODUKT,-0- 
22391,35227.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DRUZHBA',-0- 
22391,35228.0,aka,JSC 'DRUZHBA',-0- 
22391,35229.0,aka,OPEN JOINT-STOCK COMPANY 'OIL TRUNK PIPELINES 'DRUZHBA'',-0- 
22392,35231.0,aka,AKTSIONERNOE OBSHCHESTVO 'INSTITUT PO PROEKTIROVANIYU MAGISTRALNYKH TRUBOPROVODOV',-0- 
22392,35232.0,aka,OJSC 'GIPROTRUBOPROVOD',-0- 
22392,35233.0,aka,OPEN JOINT-STOCK COMPANY 'INSTITUTE ON PLANNING OF OIL TRUNK PIPELINES',-0- 
22393,35235.0,aka,AKTSIONERNOE OBSHCHESTVO 'CHERNOMORSKIE MAGISTRALNYE NEFTEPROVODY',-0- 
22393,35236.0,aka,JSC 'CHERNOMORTRANSNEFT',-0- 
22393,35237.0,aka,OPEN JOINT-STOCK COMPANY 'BLACK SEA OIL TRUNK PIPELINES',-0- 
22394,35239.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TSENTR UPRAVLENIYA PROEKTOM 'VOSTOCHNAYA SIBIR - TIKHI OKEAN',-0- 
22394,35240.0,aka,LLC TSUP VSTO,-0- 
22394,35241.0,aka,LIMITED LIABILITY COMPANY 'CENTRE OF MANAGEMENT OF THE PROJECT EASTERN SIBERIA-PACIFIC OCEAN',-0- 
22395,35243.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - TSENTRALNAYA SIBIR',-0- 
22395,35244.0,aka,JSC 'TSENTRSIBNEFTEPROVOD',-0- 
22395,35245.0,aka,OPEN JOINT-STOCK COMPANY 'OIL TRUNK PIPELINES OF CENTRAL SIBERIA',-0- 
22396,35247.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - SEVER',-0- 
22396,35249.0,aka,OPEN JOINT-STOCK COMPANY 'NORTH OIL TRUNK PIPELINES',-0- 
22397,35251.0,aka,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'TRANSNEFT-OKHRANA',-0- 
22398,35253.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT-PODVODSERVIS',-0- 
22398,35254.0,aka,JSC 'VOLZHSKY PODVODNIK',-0- 
22398,35255.0,aka,OPEN JOINT-STOCK COMPANY 'VOLZHSKY PODVODNIK',-0- 
22399,35257.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - DIASKAN',-0- 
22399,35258.0,aka,JSC 'TRANSNEFT-DIASCAN',-0- 
22399,35259.0,aka,JSC CTD 'DIASKAN',-0- 
22399,35260.0,aka,OPEN JOINT-STOCK COMPANY 'CENTRE OF TECHNICAL DIAGNOSTICS',-0- 
22400,35262.0,aka,AKTSIONERNOE OBSHCHESTVO 'NEGOSUDARSTVENNY PENSIONNY FOND 'TRANSNEFT',-0- 
22401,35264.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFTMETROLOGIYA',-0- 
22401,35265.0,aka,CJSC 'CENTRE MO',-0- 
22401,35266.0,aka,CLOSED JOINT-STOCK COMPANY 'CENTRE OF METROLOGICAL PROVISION',-0- 
22402,35268.0,aka,AKTSIONERNOE OBSHCHESTVO 'TRANSNEFT - PRIKAME',-0- 
22402,35269.0,aka,TRANSNEFT-PRIKAMYE AO,-0- 
22402,35270.0,aka,JSC 'SZMN',-0- 
22402,35271.0,aka,OPEN JOINT-STOCK COMPANY 'NORTH-WESTERN OIL TRUNK PIPELINES',-0- 
23552,37105.0,aka,LLC LENGIPRONEFTEKHIM,-0- 
23552,37106.0,aka,LIMITED LIABILITY COMPANY OIL REFINING AND PETROCHEMICAL FACILITIES DESIGN INSTITUTE,-0- 
23552,37107.0,aka,"INSTITUT PO PROEKTIROVANIYU PREDPRIYATY NEFTEPERERABATYVAYUSCHEY I NEFTEKHIMICHESKOY PROMYSHLENNOSTI, LIMITED LIABILITY COMPANY",-0- 
23554,37119.0,aka,"SURGUTMEBEL, LLC",-0- 
23554,37120.0,aka,LLC SURGUTMEBEL,-0- 
23554,37121.0,aka,LLC SYRGUTMEBEL,-0- 
23554,37122.0,aka,LIMITED LIABILITY COMPANY SYRGUTMEBEL,-0- 
23557,37125.0,aka,LLC MEDIA-INVEST,-0- 
23557,37126.0,aka,LIMITED LIABILITY COMPANY MEDIA-INVEST,-0- 
